,Movie_Title,IMDB,Film Rating,Released,Runtime,Genre,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words
832,Tremors,0.72,PG-13,19 Jan 1990,96 min,"Comedy, Horror",/Tremors.html,8.0,4.0,28.0,8.0,4.0,15.0,0.0,0.0,0.0,5.0,0.0,25893.0
833,Tristan and Isolde,0.66,N/A,15 Jan 1982,84 min,"Adventure, Romance",/Tristan-and-Isolde.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8180.0
834,TRON,0.68,PG,09 Jul 1982,96 min,"Action, Adventure, Sci-Fi",/TRON.html,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25368.0
835,Tropic Thunder,0.7,R,13 Aug 2008,107 min,"Action, Adventure, Comedy, War",/Tropic-Thunder.html,23.0,18.0,1.0,4.0,1.0,20.0,1.0,4.0,1.0,3.0,0.0,22428.0
836,True Grit,0.76,PG-13,22 Dec 2010,110 min,"Adventure, Drama, Western",/True-Grit.html,0.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,25570.0
837,True Lies,0.72,R,15 Jul 1994,141 min,"Action, Comedy, Thriller",/True-Lies.html,13.0,1.0,4.0,14.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,31951.0
838,True Romance,0.79,R,10 Sep 1993,119 min,"Crime, Drama, Romance, Thriller",/True-Romance.html,57.0,50.0,2.0,13.0,8.0,35.0,182.0,21.0,0.0,1.0,1.0,28059.0
839,Twilight,0.52,PG-13,21 Nov 2008,122 min,"Drama, Fantasy, Romance",/Twilight.html,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22892.0
840,Twin Peaks,0.88,TV-MA,08 Apr 1990,47 min,"Crime, Drama, Mystery, Thriller",/Twin-Peaks.html,5.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25029.0
841,Twins,0.6,PG,09 Dec 1988,107 min,"Comedy, Crime",/Twins.html,12.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24666.0
842,Two for the Money,0.62,R,07 Oct 2005,122 min,"Drama, Sport, Thriller",,,,,,,,,,,,,
843,U Turn,0.68,R,03 Oct 1997,125 min,"Crime, Drama, Thriller",/U-Turn.html,24.0,28.0,11.0,10.0,5.0,13.0,1.0,5.0,0.0,3.0,0.0,28503.0
844,Unbreakable,0.73,PG-13,22 Nov 2000,106 min,"Drama, Mystery, Sci-Fi, Thriller",/Unbreakable.html,4.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25129.0
845,Under Fire,0.71,R,21 Oct 1983,128 min,"Drama, War",/Under-Fire.html,4.0,13.0,7.0,2.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,28487.0
846,Unknown,0.69,PG-13,18 Feb 2011,113 min,"Action, Mystery, Thriller",/Unknown.html,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27563.0
847,Up,0.83,PG,29 May 2009,96 min,"Animation, Adventure, Comedy, Family",/Up.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17679.0
848,Up in the Air,0.74,R,23 Dec 2009,109 min,"Drama, Romance",/Up-in-the-Air.html,8.0,16.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,20947.0
849,V for Vendetta,0.82,R,17 Mar 2006,132 min,"Action, Drama, Sci-Fi, Thriller",/V-for-Vendetta.html,2.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,26947.0
850,Valkyrie,0.71,PG-13,25 Dec 2008,121 min,"Drama, History, Thriller, War",/Valkyrie.html,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24870.0
851,Vanilla Sky,0.69,R,14 Dec 2001,136 min,"Fantasy, Mystery, Romance, Sci-Fi, Thriller",/Vanilla-Sky.html,6.0,15.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,20840.0
852,Vertigo,0.83,PG,21 Jul 1958,128 min,"Mystery, Romance, Thriller",/Vertigo.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
853,Very Bad Things,0.63,R,25 Nov 1998,100 min,"Comedy, Crime, Thriller",/Very-Bad-Things.html,7.0,14.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,19312.0
854,Virtuosity,0.56,R,04 Aug 1995,106 min,"Action, Crime, Sci-Fi, Thriller",/Virtuosity.html,9.0,1.0,1.0,8.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,27151.0
855,Wag the Dog,0.71,R,09 Jan 1998,97 min,"Comedy, Drama",/Wag-the-Dog.html,5.0,20.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,28076.0
856,A Walk to Remember: A Day on the Set with Mandy Moore,0.69,N/A,N/A,5 min,"Documentary, Short",,,,,,,,,,,,,
857,Walking Tall,0.63,PG-13,02 Apr 2004,86 min,"Action, Crime",/Walking-Tall.html,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6989.0
858,Wall Street,0.74,R,11 Dec 1987,126 min,"Crime, Drama",/Wall-Street.html,4.0,1.0,5.0,5.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,31607.0
859,WALL·E,0.84,G,27 Jun 2008,98 min,"Animation, Adventure, Family, Sci-Fi",,,,,,,,,,,,,
860,Wanted,0.67,R,27 Jun 2008,110 min,"Action, Crime, Fantasy, Thriller",/Wanted.html,8.0,14.0,12.0,4.0,0.0,10.0,1.0,0.0,1.0,2.0,0.0,24968.0
861,War for the Planet of the Apes,0.75,PG-13,14 Jul 2017,140 min,"Action, Adventure, Drama, Sci-Fi, Thriller",/War-for-the-Planet-of-the-Apes.html,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,31195.0
862,War Horse,0.72,PG-13,25 Dec 2011,146 min,"Drama, History, War",/War-Horse.html,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25438.0
863,War of the Worlds,0.65,PG-13,29 Jun 2005,116 min,"Adventure, Sci-Fi, Thriller",/War-of-the-Worlds.html,10.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,17205.0
864,Warm Springs,0.76,NOT RATED,30 Apr 2005,121 min,"Biography, Drama",/Warm-Springs.html,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21977.0
865,Warrior,0.82,PG-13,09 Sep 2011,140 min,"Drama, Sport",/Warrior.html,13.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,24349.0
866,Watchmen,0.76,R,06 Mar 2009,162 min,"Action, Drama, Mystery, Sci-Fi",/Watchmen.html,4.0,0.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,28245.0
867,Water for Elephants,0.69,PG-13,22 Apr 2011,120 min,"Drama, Romance",/Water-for-Elephants.html,7.0,0.0,5.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,29466.0
868,We Own the Night,0.69,R,12 Oct 2007,117 min,"Crime, Drama, Thriller",/We-Own-the-Night.html,12.0,11.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,32315.0
869,What Lies Beneath,0.66,PG-13,21 Jul 2000,130 min,"Drama, Fantasy, Horror, Mystery, Thriller",/What-Lies-Beneath.html,3.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19511.0
870,When a Stranger Calls,0.51,PG-13,03 Feb 2006,87 min,"Horror, Thriller",/When-a-Stranger-Calls.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20091.0
871,When Harry Met Sally...,0.76,R,21 Jul 1989,95 min,"Comedy, Drama, Romance",,,,,,,,,,,,,
872,While She Was Out,0.48,R,26 Mar 2009,86 min,"Crime, Drama, Horror, Thriller",/While-She-Was-Out.html,14.0,5.0,4.0,12.0,2.0,11.0,1.0,5.0,0.0,2.0,0.0,23387.0
873,White Christmas,0.76,NOT RATED,14 Oct 1954,120 min,"Comedy, Musical, Romance",/White-Christmas.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16943.0
874,White Squall,0.66,PG-13,02 Feb 1996,129 min,"Adventure, Drama",/White-Squall.html,9.0,3.0,7.0,7.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,28571.0
875,Whiteout,0.55,R,11 Sep 2009,101 min,"Action, Crime, Horror, Mystery, Thriller",/Whiteout.html,7.0,2.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,21920.0
876,Who's Your Daddy?,0.48,R,20 Jan 2004,105 min,Comedy,,,,,,,,,,,,,
877,Wild at Heart,0.72,R,17 Aug 1990,125 min,"Comedy, Crime, Drama, Thriller",,,,,,,,,,,,,
878,Wild Hogs,0.59,PG-13,02 Mar 2007,100 min,"Adventure, Comedy",/Wild-Hogs.html,12.0,0.0,9.0,8.0,3.0,10.0,0.0,0.0,1.0,1.0,0.0,26527.0
879,Wild Things,0.65,R,20 Mar 1998,108 min,"Crime, Drama, Mystery, Thriller",/Wild-Things.html,22.0,8.0,1.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26205.0
880,Wild Wild West,0.49,PG-13,30 Jun 1999,106 min,"Action, Comedy, Sci-Fi, Western",/Wild-Wild-West.html,4.0,1.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,29864.0
881,Willow,0.73,PG,20 May 1988,126 min,"Action, Adventure, Drama, Fantasy, Romance",/Willow.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24080.0
882,Win Win,0.72,R,15 Apr 2011,106 min,"Comedy, Drama, Sport",/Win-Win.html,30.0,10.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20729.0
883,Wind Chill,0.59,R,03 Aug 2007,91 min,"Drama, Horror, Thriller",/Wind-Chill.html,10.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,21630.0
884,Witness,0.74,R,08 Feb 1985,112 min,"Crime, Drama, Romance, Thriller",/Witness.html,5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,22932.0
885,My Favorite Fairy Tales Volume 4: The Wizard of Oz; The Magic Carpet; Alibaba and Forty Thieves,0.58,N/A,N/A,30 min,"Short, Adventure, Animation",,,,,,,,,,,,,
886,Wonder Boys,0.74,R,25 Feb 2000,107 min,"Comedy, Drama",/Wonder-Boys.html,10.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,25898.0
887,American Wrestler: The Wizard,0.73,PG-13,16 May 2017,117 min,"Drama, Sport",,,,,,,,,,,,,
888,X-Men,0.74,PG-13,14 Jul 2000,104 min,"Action, Adventure, Sci-Fi",/X-Men.html,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27706.0
889,xXx,0.59,PG-13,09 Aug 2002,124 min,"Action, Adventure, Thriller",/xXx.html,12.0,0.0,8.0,4.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,25542.0
890,Year One,0.49,PG-13,19 Jun 2009,97 min,"Adventure, Comedy",/Year-One.html,4.0,0.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,24227.0
891,Yes Man,0.68,PG-13,19 Dec 2008,104 min,"Comedy, Romance",/Yes-Man.html,9.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,22832.0
892,You Can Count on Me,0.77,R,22 Dec 2000,111 min,Drama,,,,,,,,,,,,,
893,You've Got Mail,0.66,PG,18 Dec 1998,119 min,"Comedy, Drama, Romance",/You've-Got-Mail.html,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25300.0
894,Youth in Revolt,0.65,R,08 Jan 2010,90 min,"Comedy, Drama, Romance",/Youth-in-Revolt.html,5.0,3.0,5.0,0.0,4.0,5.0,1.0,1.0,2.0,1.0,0.0,26709.0
895,Zero Dark Thirty,0.74,R,11 Jan 2013,157 min,"Drama, Thriller",/Zero-Dark-Thirty.html,3.0,14.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,22200.0
896,Zerophilia,0.63,N/A,13 Oct 2006,90 min,"Comedy, Romance",/Zerophilia.html,4.0,12.0,6.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,15061.0
897,Zootopia,0.8,PG,04 Mar 2016,108 min,"Animation, Adventure, Comedy, Crime, Family, Mystery",/Zootopia.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20601.0
